COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share,periodo_id
Chile,JUL2013,July 2013,2013,7,July,Oil,678.424,9,5113.074,3893.266,0.1104079220089364,43
Chile,JUL2013,July 2013,2013,7,July,Natural gas,760.804,10,10463.458,7150.94,0.1238145889533491,43
Chile,JUL2013,July 2013,2013,7,July,Combustible renewables,501.955,11,5403.854,2329.5,0.0816890447448729,43
Chile,AUG2013,August 2013,2013,8,August,Hydro,1574.875,1,19678.001,13695.777,0.2629692976091939,44
Chile,AUG2013,August 2013,2013,8,August,Wind,61.281,2,553.0,256.671,0.0102325718084222,44
Chile,AUG2013,August 2013,2013,8,August,Solar,0.791,3,8.0,,0.0001320795075221,44
Chile,AUG2013,August 2013,2013,8,August,Coal,2526.882,8,28360.618,14956.436,0.4219334135606414,44
Chile,AUG2013,August 2013,2013,8,August,Oil,542.062,9,5113.074,4171.826,0.0905123666326755,44
Chile,AUG2013,August 2013,2013,8,August,Natural gas,821.31,10,10463.458,8211.064,0.1371406072351183,44
Chile,AUG2013,August 2013,2013,8,August,Combustible renewables,447.948,11,5403.854,2744.698,0.0747974099058294,44
Chile,SEP2013,September 2013,2013,9,September,Hydro,1906.971,1,19678.001,15218.354,0.3519950132973814,45
Chile,SEP2013,September 2013,2013,9,September,Wind,75.363,2,553.0,292.702,0.0139107517561255,45
Chile,SEP2013,September 2013,2013,9,September,Solar,1.028,3,8.0,,0.0001897516394689,45
Chile,SEP2013,September 2013,2013,9,September,Coal,2259.413,8,28360.618,17003.108,0.417049923139511,45
Chile,SEP2013,September 2013,2013,9,September,Oil,107.659,9,5113.074,4361.345,0.0198720542350055,45
Chile,SEP2013,September 2013,2013,9,September,Natural gas,622.642,10,10463.458,9129.187,0.1149293193601309,45
Chile,SEP2013,September 2013,2013,9,September,Combustible renewables,430.865,11,5403.854,3162.947,0.0795304865172969,45
Chile,OCT2013,October 2013,2013,10,October,Hydro,1983.631,1,19678.001,16876.501,0.3407716925468266,46
Chile,OCT2013,October 2013,2013,10,October,Wind,54.202,2,553.0,327.974,0.0093114633111819,46
Chile,OCT2013,October 2013,2013,10,October,Solar,1.374,3,8.0,,0.0002360420388466,46
Chile,OCT2013,October 2013,2013,10,October,Coal,2374.912,8,28360.618,19075.113,0.4079905899281514,46
Chile,OCT2013,October 2013,2013,10,October,Oil,247.326,9,5113.074,4736.051,0.0424885977436511,46
Chile,OCT2013,October 2013,2013,10,October,Natural gas,733.994,10,10463.458,10122.09,0.1260942068858651,46
Chile,OCT2013,October 2013,2013,10,October,Combustible renewables,411.891,11,5403.854,3605.813,0.070759527964024,46
Chile,NOV2013,November 2013,2013,11,November,Hydro,2008.419,1,19678.001,18442.56,0.3470179870900993,47
Chile,NOV2013,November 2013,2013,11,November,Wind,61.28,2,553.0,360.698,0.0105880606829955,47
Chile,NOV2013,November 2013,2013,11,November,Solar,1.342,3,8.0,,0.0002318729999441,47
Chile,NOV2013,November 2013,2013,11,November,Coal,2095.688,8,28360.618,21210.926,0.3620964705715669,47
Chile,NOV2013,November 2013,2013,11,November,Oil,473.928,9,5113.074,5296.804,0.0818860708774596,47
Chile,NOV2013,November 2013,2013,11,November,Natural gas,711.032,10,10463.458,10912.882,0.1228532957498646,47
Chile,NOV2013,November 2013,2013,11,November,Combustible renewables,422.297,11,5403.854,4004.987,0.0729651805196961,47
Chile,DEC2013,December 2013,2013,12,December,Hydro,2086.299,1,19678.001,19976.999,0.350067553690586,48
Chile,DEC2013,December 2013,2013,12,December,Wind,42.799,2,553.0,409.0,0.007181396928438,48
Chile,DEC2013,December 2013,2013,12,December,Solar,1.322,3,8.0,,0.0002218230972544,48
Chile,DEC2013,December 2013,2013,12,December,Coal,2312.831,8,28360.618,23415.5,0.388078166298192,48
Chile,DEC2013,December 2013,2013,12,December,Oil,254.582,9,5113.074,5678.054,0.0427172221976125,48
Chile,DEC2013,December 2013,2013,12,December,Natural gas,825.691,10,10463.458,11874.561,0.1385456391793955,48
Chile,DEC2013,December 2013,2013,12,December,Combustible renewables,422.514,11,5403.854,4485.884,0.0708951317045276,48
Chile,JAN2014,January 2014,2014,1,January,Hydro,1859.865,1,22814.0,1758.742,0.3159261256746829,49
Chile,JAN2014,January 2014,2014,1,January,Wind,68.522,2,1441.001,15.387,0.0116394953308334,49
Chile,JAN2014,January 2014,2014,1,January,Solar,5.528,3,479.999,,0.0009390141879811,49
Chile,JAN2014,January 2014,2014,1,January,Coal,2094.513,8,25425.673,2268.113,0.355784628059164,49
Chile,JAN2014,January 2014,2014,1,January,Oil,483.172,9,3808.083,271.462,0.082074052683656,49
Chile,JAN2014,January 2014,2014,1,January,Natural gas,891.746,10,9984.118,1116.238,0.1514765097821055,49
Chile,JAN2014,January 2014,2014,1,January,Combustible renewables,459.43,11,5208.127,416.629,0.0780411158437411,49
Chile,FEB2014,February 2014,2014,2,February,Hydro,1381.383,1,22814.0,3199.822,0.2561718252773158,50
Chile,FEB2014,February 2014,2014,2,February,Wind,81.769,2,1441.001,49.239,0.0151637264836043,50
Chile,FEB2014,February 2014,2014,2,February,Solar,19.629,3,479.999,,0.0036401177358983,50
Chile,FEB2014,February 2014,2014,2,February,Coal,2063.092,8,25425.673,4496.671,0.3825919700438097,50
Chile,FEB2014,February 2014,2014,2,February,Oil,308.118,9,3808.083,459.117,0.0571392224030525,50
Chile,FEB2014,February 2014,2014,2,February,Natural gas,1099.694,10,9984.118,2141.393,0.2039337527872519,50
Chile,FEB2014,February 2014,2014,2,February,Combustible renewables,414.474,11,5208.127,809.314,0.0768625074363809,50
Chile,MAR2014,March 2014,2014,3,March,Hydro,1381.592,1,22814.0,4525.418,0.2325117846931099,51
Chile,MAR2014,March 2014,2014,3,March,Wind,75.237,2,1441.001,89.685,0.0126618344235892,51
Chile,MAR2014,March 2014,2014,3,March,Solar,34.38,3,479.999,0.527,0.0057859014511875,51
Chile,MAR2014,March 2014,2014,3,March,Coal,2186.637,8,25425.673,7050.636,0.367994944488668,51
Chile,MAR2014,March 2014,2014,3,March,Oil,545.171,9,3808.083,790.118,0.0917482745795628,51
Chile,MAR2014,March 2014,2014,3,March,Natural gas,1202.603,10,9984.118,3267.353,0.2023892508115913,51
Chile,MAR2014,March 2014,2014,3,March,Combustible renewables,492.16,11,5208.127,1290.626,0.082826912688088,51
Chile,APR2014,April 2014,2014,4,April,Hydro,1392.821,1,22814.0,5827.673,0.2496131663583586,52
Chile,APR2014,April 2014,2014,4,April,Wind,78.477,2,1441.001,127.7,0.0140641851726136,52
Chile,APR2014,April 2014,2014,4,April,Solar,32.418,3,479.999,1.004,0.0058097627957973,52
Chile,APR2014,April 2014,2014,4,April,Coal,2065.07,8,25425.673,9408.149,0.3700896679843682,52
Chile,APR2014,April 2014,2014,4,April,Oil,324.53,9,3808.083,1115.025,0.0581603528940747,52
Chile,APR2014,April 2014,2014,4,April,Natural gas,1212.753,10,9984.118,4310.827,0.2173424412330073,52
Chile,APR2014,April 2014,2014,4,April,Combustible renewables,449.6,11,5208.127,1718.536,0.0805746607745848,52
Chile,MAY2014,May 2014,2014,5,May,Hydro,1611.335,1,22814.0,7064.655,0.2766683487672789,53
Chile,MAY2014,May 2014,2014,5,May,Wind,71.953,2,1441.001,172.834,0.0123544251808916,53
Chile,MAY2014,May 2014,2014,5,May,Solar,30.074,3,479.999,1.43,0.005163745540702,53
Chile,MAY2014,May 2014,2014,5,May,Coal,2293.498,8,25425.673,11832.665,0.3937966372983003,53
Chile,MAY2014,May 2014,2014,5,May,Oil,230.922,9,3808.083,1860.146,0.0396496125473831,53
Chile,MAY2014,May 2014,2014,5,May,Natural gas,1043.365,10,9984.118,5317.996,0.1791471492343752,53
Chile,MAY2014,May 2014,2014,5,May,Combustible renewables,518.67,11,5208.127,2252.287,0.0890563243863781,53
Chile,JUN2014,June 2014,2014,6,June,Hydro,1640.516,1,22814.0,8390.345,0.2790418878526197,54
Chile,JUN2014,June 2014,2014,6,June,Wind,94.3,2,1441.001,207.162,0.0160398618632808,54
Chile,JUN2014,June 2014,2014,6,June,Solar,31.255,3,479.999,1.777,0.0053162871955126,54
Chile,JUN2014,June 2014,2014,6,June,Coal,2238.041,8,25425.673,14379.778,0.380677290396171,54
Chile,JUN2014,June 2014,2014,6,June,Oil,494.946,9,3808.083,2809.093,0.084187332659421,54
Chile,JUN2014,June 2014,2014,6,June,Natural gas,910.136,10,9984.118,5987.985,0.1548086502311662,54
Chile,JUN2014,June 2014,2014,6,June,Combustible renewables,445.659,11,5208.127,2766.384,0.0758039109027346,54
Chile,JUL2014,July 2014,2014,7,July,Hydro,1542.815,1,22814.0,10117.806,0.2532783200922221,55
Chile,JUL2014,July 2014,2014,7,July,Wind,132.386,2,1441.001,258.075,0.0217333275108998,55
Chile,JUL2014,July 2014,2014,7,July,Solar,34.7,3,479.999,2.143,0.005696572633271,55
Chile,JUL2014,July 2014,2014,7,July,Coal,2224.196,8,25425.673,16790.892,0.3651381574821609,55
Chile,JUL2014,July 2014,2014,7,July,Oil,741.385,9,3808.083,3487.517,0.1217104755538234,55
Chile,JUL2014,July 2014,2014,7,July,Natural gas,899.172,10,9984.118,6748.789,0.1476137927320926,55
Chile,JUL2014,July 2014,2014,7,July,Combustible renewables,492.477,11,5208.127,3268.339,0.0808481556402143,55
Chile,AUG2014,August 2014,2014,8,August,Hydro,2431.505,1,22814.0,11692.681,0.4205825389156967,56
Chile,AUG2014,August 2014,2014,8,August,Wind,127.068,2,1441.001,319.356,0.0219792194772125,56
Chile,AUG2014,August 2014,2014,8,August,Solar,41.646,3,479.999,2.934,0.0072035962976358,56
Chile,AUG2014,August 2014,2014,8,August,Coal,2096.64,8,25425.673,19317.774,0.3626602348719028,56
Chile,AUG2014,August 2014,2014,8,August,Oil,116.601,9,3808.083,4029.579,0.020168720450959,56
Chile,AUG2014,August 2014,2014,8,August,Natural gas,601.755,10,9984.118,7570.099,0.1040868292293106,56
Chile,AUG2014,August 2014,2014,8,August,Combustible renewables,341.815,11,5208.127,3716.287,0.0591244601756808,56
Chile,SEP2014,September 2014,2014,9,September,Hydro,2251.932,1,22814.0,13599.652,0.4078582088470956,57
Chile,SEP2014,September 2014,2014,9,September,Wind,152.858,2,1441.001,394.719,0.0276848457626381,57
Chile,SEP2014,September 2014,2014,9,September,Solar,47.532,3,479.999,3.962,0.008608748569193,57
Chile,SEP2014,September 2014,2014,9,September,Coal,2057.929,8,25425.673,21577.187,0.372721394728835,57
Chile,SEP2014,September 2014,2014,9,September,Oil,100.713,9,3808.083,4137.238,0.0182406146311778,57
Chile,SEP2014,September 2014,2014,9,September,Natural gas,475.491,10,9984.118,8192.741,0.0861184563223553,57
Chile,SEP2014,September 2014,2014,9,September,Combustible renewables,410.655,11,5208.127,4147.152,0.0743756972919715,57
Chile,OCT2014,October 2014,2014,10,October,Hydro,2532.69,1,22814.0,15583.283,0.4313788610408523,58
Chile,OCT2014,October 2014,2014,10,October,Wind,159.815,2,1441.001,448.921,0.0272203912351072,58
Chile,OCT2014,October 2014,2014,10,October,Solar,53.955,3,479.999,5.336,0.0091898520732735,58
Chile,OCT2014,October 2014,2014,10,October,Coal,2020.782,8,25425.673,23952.099,0.3441884468971156,58
Chile,OCT2014,October 2014,2014,10,October,Oil,121.476,9,3808.083,4384.564,0.0206903247234357,58
Chile,OCT2014,October 2014,2014,10,October,Natural gas,512.195,10,9984.118,8926.735,0.0872392972415966,58
Chile,OCT2014,October 2014,2014,10,October,Combustible renewables,445.988,11,5208.127,4559.043,0.0759626308304165,58
Chile,NOV2014,November 2014,2014,11,November,Hydro,2450.973,1,22814.0,17591.702,0.4271402427877246,59
Chile,NOV2014,November 2014,2014,11,November,Wind,203.223,2,1441.001,510.201,0.0354164332124628,59
Chile,NOV2014,November 2014,2014,11,November,Solar,59.351,3,479.999,6.678,0.0103433210197314,59
Chile,NOV2014,November 2014,2014,11,November,Coal,1924.713,8,25425.673,26047.787,0.3354269419192662,59
Chile,NOV2014,November 2014,2014,11,November,Oil,169.385,9,3808.083,4858.492,0.0295193582404207,59
Chile,NOV2014,November 2014,2014,11,November,Natural gas,533.414,10,9984.118,9637.767,0.0929600552378061,59
Chile,NOV2014,November 2014,2014,11,November,Combustible renewables,372.79,11,5208.127,4981.34,0.064967509274413,59
Chile,DEC2014,December 2014,2014,12,December,Hydro,2336.573,1,22814.0,19678.001,0.3930860403383008,60
Chile,DEC2014,December 2014,2014,12,December,Wind,195.393,2,1441.001,553.0,0.0328713293699026,60
Chile,DEC2014,December 2014,2014,12,December,Solar,89.531,3,479.999,8.0,0.0150619673673916,60
Chile,DEC2014,December 2014,2014,12,December,Coal,2160.562,8,25425.673,28360.618,0.3634753810325635,60
Chile,DEC2014,December 2014,2014,12,December,Oil,171.664,9,3808.083,5113.074,0.0288793553758577,60
Chile,DEC2014,December 2014,2014,12,December,Natural gas,601.794,10,9984.118,10463.458,0.1012409287273915,60
Chile,DEC2014,December 2014,2014,12,December,Combustible renewables,364.409,11,5208.127,5403.854,0.0613052067594891,60
Chile,JAN2015,January 2015,2015,1,January,Hydro,1935.863,1,23403.001,1859.865,0.3112100787758032,61
Chile,JAN2015,January 2015,2015,1,January,Wind,119.982,2,2111.999,68.522,0.0192883523636116,61
Chile,JAN2015,January 2015,2015,1,January,Solar,92.918,3,1238.001,5.528,0.0149375333376845,61
Chile,JAN2015,January 2015,2015,1,January,Coal,2246.592,8,26341.543,2094.513,0.3611629920594016,61
Chile,JAN2015,January 2015,2015,1,January,Oil,358.966,9,2968.856,483.172,0.0577075119147558,61
Chile,JAN2015,January 2015,2015,1,January,Natural gas,988.942,10,10683.557,891.746,0.1589826954307719,61
Chile,JAN2015,January 2015,2015,1,January,Combustible renewables,477.173,11,5282.042,459.43,0.0767105145972036,61
Chile,FEB2015,February 2015,2015,2,February,Hydro,1414.566,1,23403.001,3241.248,0.2477068702397014,62
Chile,FEB2015,February 2015,2015,2,February,Wind,118.868,2,2111.999,150.291,0.02081516186,62
Chile,FEB2015,February 2015,2015,2,February,Solar,94.74,3,1238.001,25.157,0.0165900699483158,62
Chile,FEB2015,February 2015,2015,2,February,Coal,2142.592,8,26341.543,4157.605,0.3751926446136995,62
Chile,FEB2015,February 2015,2015,2,February,Oil,421.134,9,2968.856,791.29,0.0737454350603128,62
Chile,FEB2015,February 2015,2015,2,February,Natural gas,1045.99,10,10683.557,1991.44,0.1831649489681113,62
Chile,FEB2015,February 2015,2015,2,February,Combustible renewables,472.755,11,5282.042,873.904,0.082784869309859,62
Chile,MAR2015,March 2015,2015,3,March,Hydro,1460.427,1,23403.001,4622.84,0.241696791320922,63
Chile,MAR2015,March 2015,2015,3,March,Wind,140.927,2,2111.999,225.528,0.0233230443633838,63
Chile,MAR2015,March 2015,2015,3,March,Solar,80.165,3,1238.001,59.537,0.0132670946759007,63
Chile,MAR2015,March 2015,2015,3,March,Coal,2196.893,8,26341.543,6344.242,0.3635799591320856,63
Chile,MAR2015,March 2015,2015,3,March,Oil,318.011,9,2968.856,1336.461,0.0526299762362362,63
Chile,MAR2015,March 2015,2015,3,March,Natural gas,1368.798,10,10683.557,3194.043,0.2265324350799426,63
Chile,MAR2015,March 2015,2015,3,March,Combustible renewables,477.173,11,5282.042,1366.064,0.0789708646888741,63
Chile,APR2015,April 2015,2015,4,April,Hydro,1338.819,1,23403.001,6015.661,0.2324033915693342,64
Chile,APR2015,April 2015,2015,4,April,Wind,127.708,2,2111.999,304.005,0.02216862199486,64
Chile,APR2015,April 2015,2015,4,April,Solar,85.631,3,1238.001,91.955,0.0148645446647184,64
Chile,APR2015,April 2015,2015,4,April,Coal,2056.998,8,26341.543,8409.312,0.3570709047685589,64
Chile,APR2015,April 2015,2015,4,April,Oil,309.448,9,2968.856,1660.991,0.053716570137074,64
Chile,APR2015,April 2015,2015,4,April,Natural gas,1367.187,10,10683.557,4406.796,0.2373277461027243,64
Chile,APR2015,April 2015,2015,4,April,Combustible renewables,474.964,11,5282.042,1815.664,0.0824482207627298,64
Chile,MAY2015,May 2015,2015,5,May,Hydro,1294.58,1,23403.001,7626.996,0.2137386229809387,65
Chile,MAY2015,May 2015,2015,5,May,Wind,179.039,2,2111.999,375.958,0.0295598181030792,65
Chile,MAY2015,May 2015,2015,5,May,Solar,86.542,3,1238.001,122.029,0.0142883158321744,65
Chile,MAY2015,May 2015,2015,5,May,Coal,2185.848,8,26341.543,10702.81,0.3608893552856053,65
Chile,MAY2015,May 2015,2015,5,May,Oil,510.411,9,2968.856,1891.913,0.0842702222298536,65
Chile,MAY2015,May 2015,2015,5,May,Natural gas,1318.826,10,10683.557,5450.161,0.2177417024760613,65
Chile,MAY2015,May 2015,2015,5,May,Combustible renewables,481.592,11,5282.042,2334.334,0.0795121281949638,65
Chile,JUN2015,June 2015,2015,6,June,Hydro,1599.324,1,23403.001,9267.512,0.2636880188708954,66
Chile,JUN2015,June 2015,2015,6,June,Wind,206.504,2,2111.999,470.258,0.0340472791310049,66
Chile,JUN2015,June 2015,2015,6,June,Solar,76.521,3,1238.001,153.284,0.012616374725834,66
Chile,JUN2015,June 2015,2015,6,June,Coal,2274.203,8,26341.543,12940.851,0.3749584721921555,66
Chile,JUN2015,June 2015,2015,6,June,Oil,301.38,9,2968.856,2386.859,0.0496899284493388,66
Chile,JUN2015,June 2015,2015,6,June,Natural gas,1130.109,10,10683.557,6360.297,0.1863263499567121,66
Chile,JUN2015,June 2015,2015,6,June,Combustible renewables,477.173,11,5282.042,2779.993,0.0786737415487304,66
Chile,JUL2015,July 2015,2015,7,July,Hydro,1748.396,1,23403.001,10810.327,0.2814983785308533,67
Chile,JUL2015,July 2015,2015,7,July,Wind,173.137,2,2111.999,602.644,0.0278757128040194,67
Chile,JUL2015,July 2015,2015,7,July,Solar,82.898,3,1238.001,187.984,0.0133468919989811,67
Chile,JUL2015,July 2015,2015,7,July,Coal,2373.601,8,26341.543,15165.047,0.3821587516667917,67
Chile,JUL2015,July 2015,2015,7,July,Oil,271.937,9,2968.856,3128.244,0.0437828870362004,67
Chile,JUL2015,July 2015,2015,7,July,Natural gas,1070.637,10,10683.557,7259.469,0.1723766123321817,67
Chile,JUL2015,July 2015,2015,7,July,Combustible renewables,490.428,11,5282.042,3272.47,0.0789607656309722,67
Chile,AUG2015,August 2015,2015,8,August,Hydro,2288.666,1,23403.001,13241.832,0.377228739300197,68
Chile,AUG2015,August 2015,2015,8,August,Wind,192.693,2,2111.999,729.712,0.0317605703330992,68
Chile,AUG2015,August 2015,2015,8,August,Solar,87.453,3,1238.001,229.63,0.0144144164932847,68
Chile,AUG2015,August 2015,2015,8,August,Coal,2263.158,8,26341.543,17261.687,0.3730243902680231,68
Chile,AUG2015,August 2015,2015,8,August,Oil,161.34,9,2968.856,3244.845,0.0265928207954737,68
Chile,AUG2015,August 2015,2015,8,August,Natural gas,662.842,10,10683.557,7861.224,0.1092527489879349,68
Chile,AUG2015,August 2015,2015,8,August,Combustible renewables,410.899,11,5282.042,3614.285,0.0677263138219869,68
Chile,SEP2015,September 2015,2015,9,September,Hydro,2238.116,1,23403.001,15493.764,0.3900871410900645,69
Chile,SEP2015,September 2015,2015,9,September,Wind,181.989,2,2111.999,882.57,0.0317193428400671,69
Chile,SEP2015,September 2015,2015,9,September,Solar,119.336,3,1238.001,277.162,0.0207993862110471,69
Chile,SEP2015,September 2015,2015,9,September,Coal,2206.096,8,26341.543,19319.616,0.3845062908313184,69
Chile,SEP2015,September 2015,2015,9,September,Oil,37.409,9,2968.856,3345.558,0.0065201132832427,69
Chile,SEP2015,September 2015,2015,9,September,Natural gas,590.023,10,10683.557,8336.715,0.1028366649661515,69
Chile,SEP2015,September 2015,2015,9,September,Combustible renewables,364.507,11,5282.042,4024.94,0.0635308864854708,69
Chile,OCT2015,October 2015,2015,10,October,Hydro,2428.747,1,23403.001,18026.454,0.4006098679383712,70
Chile,OCT2015,October 2015,2015,10,October,Wind,222.467,2,2111.999,1042.385,0.0366948370870435,70
Chile,OCT2015,October 2015,2015,10,October,Solar,134.823,3,1238.001,331.117,0.0222383905054972,70
Chile,OCT2015,October 2015,2015,10,October,Coal,2224.503,8,26341.543,21340.398,0.366920825042094,70
Chile,OCT2015,October 2015,2015,10,October,Oil,68.096,9,2968.856,3467.034,0.0112321001599307,70
Chile,OCT2015,October 2015,2015,10,October,Natural gas,575.297,10,10683.557,8848.91,0.0948924096232918,70
Chile,OCT2015,October 2015,2015,10,October,Combustible renewables,408.69,11,5282.042,4470.928,0.0674114046986915,70
Chile,NOV2015,November 2015,2015,11,November,Hydro,2929.724,1,23403.001,20477.427,0.4955142434019361,71
Chile,NOV2015,November 2015,2015,11,November,Wind,219.852,2,2111.999,1245.608,0.037184320925931,71
Chile,NOV2015,November 2015,2015,11,November,Solar,145.754,3,1238.001,390.468,0.0246518726790666,71
Chile,NOV2015,November 2015,2015,11,November,Coal,1904.219,8,26341.543,23265.111,0.3220670742556607,71
Chile,NOV2015,November 2015,2015,11,November,Oil,139.363,9,2968.856,3636.419,0.023570940983937,71
Chile,NOV2015,November 2015,2015,11,November,Natural gas,228.955,10,10683.557,9382.324,0.038723942459457,71
Chile,NOV2015,November 2015,2015,11,November,Combustible renewables,344.625,11,5282.042,4843.718,0.0582876052940113,71
Chile,DEC2015,December 2015,2015,12,December,Hydro,2725.773,1,23403.001,22814.0,0.4409180464700972,72
Chile,DEC2015,December 2015,2015,12,December,Wind,228.833,2,2111.999,1441.001,0.0370157747280832,72
Chile,DEC2015,December 2015,2015,12,December,Solar,151.22,3,1238.001,479.999,0.0244611810987958,72
Chile,DEC2015,December 2015,2015,12,December,Coal,2266.84,8,26341.543,25425.673,0.3666815484856132,72
Chile,DEC2015,December 2015,2015,12,December,Oil,71.361,9,2968.856,3808.083,0.011543276976532,72
Chile,DEC2015,December 2015,2015,12,December,Natural gas,335.951,10,10683.557,9984.118,0.0543430647488531,72
Chile,DEC2015,December 2015,2015,12,December,Combustible renewables,402.063,11,5282.042,5208.127,0.0650372692509268,72
Chile,JAN2016,January 2016,2016,1,January,Hydro,2554.898,1,22807.999,1935.863,0.3972565656848363,73
Chile,JAN2016,January 2016,2016,1,January,Wind,173.14,2,2445.999,119.982,0.0269212319954348,73
Chile,JAN2016,January 2016,2016,1,January,Solar,178.063,3,2589.998,92.918,0.0276867005475518,73
Chile,JAN2016,January 2016,2016,1,January,Coal,2174.95,8,28844.834,2246.592,0.3381791239948657,73
Chile,JAN2016,January 2016,2016,1,January,Oil,189.226,9,2779.432,358.966,0.0294224156495792,73
Chile,JAN2016,January 2016,2016,1,January,Natural gas,746.925,10,11301.88,988.942,0.116138045559606,73
Chile,JAN2016,January 2016,2016,1,January,Combustible renewables,414.153,11,5683.856,477.173,0.064395916568126,73
Chile,FEB2016,February 2016,2016,2,February,Hydro,2033.899,1,22807.999,3350.429,0.3289280553014709,74
Chile,FEB2016,February 2016,2016,2,February,Wind,173.358,2,2445.999,238.85,0.0280359594114321,74
Chile,FEB2016,February 2016,2016,2,February,Solar,168.95,3,2589.998,187.658,0.0273230848450112,74
Chile,FEB2016,February 2016,2016,2,February,Coal,2131.284,8,28844.834,4389.184,0.3446774404309851,74
Chile,FEB2016,February 2016,2016,2,February,Oil,276.881,9,2779.432,780.1,0.0447779997334806,74
Chile,FEB2016,February 2016,2016,2,February,Natural gas,939.828,10,11301.88,2034.932,0.1519917146121173,74
Chile,FEB2016,February 2016,2016,2,February,Combustible renewables,459.216,11,5683.856,949.928,0.0742657456655026,74
Chile,MAR2016,March 2016,2016,3,March,Hydro,1665.817,1,22807.999,4810.856,0.2505572352288481,75
Chile,MAR2016,March 2016,2016,3,March,Wind,129.776,2,2445.999,379.777,0.019519740619203,75
Chile,MAR2016,March 2016,2016,3,March,Solar,179.936,3,2589.998,267.823,0.0270643574162936,75
Chile,MAR2016,March 2016,2016,3,March,Coal,2645.153,8,28844.834,6586.077,0.3978601625732558,75
Chile,MAR2016,March 2016,2016,3,March,Oil,286.808,9,2779.432,1098.111,0.0431390840179416,75
Chile,MAR2016,March 2016,2016,3,March,Natural gas,1221.184,10,11301.88,3403.73,0.1836795318727721,75
Chile,MAR2016,March 2016,2016,3,March,Combustible renewables,519.775,11,5683.856,1427.101,0.0781798882716856,75
Chile,APR2016,April 2016,2016,4,April,Hydro,1745.431,1,22807.999,6149.675,0.2851600471958126,76
Chile,APR2016,April 2016,2016,4,April,Wind,178.041,2,2445.999,507.485,0.0290874746482614,76
Chile,APR2016,April 2016,2016,4,April,Solar,151.53,3,2589.998,353.454,0.0247562361110702,76
Chile,APR2016,April 2016,2016,4,April,Coal,2391.712,8,28844.834,8643.075,0.3907463009415963,76
Chile,APR2016,April 2016,2016,4,April,Oil,192.983,9,2779.432,1407.559,0.0315286261032315,76
Chile,APR2016,April 2016,2016,4,April,Natural gas,981.832,10,11301.88,4770.917,0.1604069478875757,76
Chile,APR2016,April 2016,2016,4,April,Combustible renewables,479.353,11,5683.856,1902.065,0.0783143671124521,76
Chile,MAY2016,May 2016,2016,5,May,Hydro,1794.15,1,22807.999,7444.255,0.2762607887063438,77
Chile,MAY2016,May 2016,2016,5,May,Wind,136.878,2,2445.999,686.524,0.0210762891823687,77
Chile,MAY2016,May 2016,2016,5,May,Solar,140.442,3,2589.998,439.996,0.0216250690786703,77
Chile,MAY2016,May 2016,2016,5,May,Coal,2585.905,8,28844.834,10828.923,0.3981741520049482,77
Chile,MAY2016,May 2016,2016,5,May,Oil,360.19,9,2779.432,1917.97,0.0554615687005757,77
Chile,MAY2016,May 2016,2016,5,May,Natural gas,980.348,10,11301.88,6089.743,0.1509526581872678,77
Chile,MAY2016,May 2016,2016,5,May,Combustible renewables,496.494,11,5683.856,2383.657,0.0764494741398252,77
Chile,JUN2016,June 2016,2016,6,June,Hydro,1607.805,1,22807.999,9043.579,0.2451007443551391,78
Chile,JUN2016,June 2016,2016,6,June,Wind,194.592,2,2445.999,893.028,0.0296644456545136,78
Chile,JUN2016,June 2016,2016,6,June,Solar,143.832,3,2589.998,516.517,0.021926371831216,78
Chile,JUN2016,June 2016,2016,6,June,Coal,2381.348,8,28844.834,13103.126,0.3630229831158766,78
Chile,JUN2016,June 2016,2016,6,June,Oil,628.294,9,2779.432,2219.35,0.0957798533241704,78
Chile,JUN2016,June 2016,2016,6,June,Natural gas,1073.161,10,11301.88,7219.852,0.1635973018574426,78
Chile,JUN2016,June 2016,2016,6,June,Combustible renewables,530.74,11,5683.856,2860.83,0.0809082998616415,78
Chile,JUL2016,July 2016,2016,7,July,Hydro,1544.296,1,22807.999,10791.975,0.2363077201808203,79
Chile,JUL2016,July 2016,2016,7,July,Wind,166.025,2,2445.999,1066.165,0.0254050967191656,79
Chile,JUL2016,July 2016,2016,7,July,Solar,183.752,3,2589.998,599.415,0.0281176770506859,79
Chile,JUL2016,July 2016,2016,7,July,Coal,2496.844,8,28844.834,15476.727,0.3820663352667883,79
Chile,JUL2016,July 2016,2016,7,July,Oil,452.823,9,2779.432,2491.287,0.0692908424132676,79
Chile,JUL2016,July 2016,2016,7,July,Natural gas,1147.989,10,11301.88,8290.489,0.1756649394822364,79
Chile,JUL2016,July 2016,2016,7,July,Combustible renewables,543.377,11,5683.856,3351.258,0.0831473888870356,79
Chile,AUG2016,August 2016,2016,8,August,Hydro,1870.59,1,22807.999,13080.641,0.293822623551927,80
Chile,AUG2016,August 2016,2016,8,August,Wind,271.26,2,2445.999,1258.858,0.042608120894849,80
Chile,AUG2016,August 2016,2016,8,August,Solar,227.284,3,2589.998,686.868,0.0357005977640082,80
Chile,AUG2016,August 2016,2016,8,August,Coal,2644.405,8,28844.834,17739.885,0.4153694902858637,80
